energy_generation,hour
0.08370012,137
0.439700245,138
0.845797569,139
0.853388677,140
0.865179996,141
0.865179996,142
0.865179996,143
0.865179996,144
0.865164807,145
0.865179996,146
0.865179996,147
0.865179996,148
0.865179996,149
0.857422028,150
0.860724973,151
0.854192618,152
0.846902687,153
0.607155556,154
0.230720916,155
0.239328297,156
0.210442655,157
0.203580324,158
0.218964788,159
0.219880096,160
0.258787353,161
0.30506071,162
0.530867098,163
0.612293966,164
0.820876845,165
0.849581691,166
0.864402185,167
0.865179996,168
0.865176811,169
0.854518333,170
0.855115877,171
0.863347757,172
0.856275559,173
0.846451669,174
0.790401038,175
0.82264929,176
0.851234358,177
0.621333362,178
0.46975857,179
0.430224544,180
0.408754304,181
0.399127586,182
0.325801468,183
0.305471977,184
0.298436486,185
0.329131616,186
0.382848827,187
0.676634559,188
0.67888985,189
0.572704423,190
0.805201294,191
0.709211509,192
0.664489161,193
0.664482126,194
0.588171627,195
0.560386707,196
0.526339444,197
0.444607533,198
0.301431273,199
0.182709324,200
0.199713584,201
0.100151302,202
0.0,203
0.010961683,204
0.013004881,205
0.0,206
0.0,207
0.0,208
0.0,209
0.0,210
0.03899331,211
0.034404014,212
0.011751957,213
0.016203041,214
0.016374987,215
0.0,216
0.0,217
0.0,218
0.0,219
0.004017908,220
0.0,221
0.0,222
0.0,223
0.0,224
0.001357745,225
0.025509338,226
0.0,227
0.0,228
0.0,229
0.0,230
0.0,231
0.0,232
0.0,233
0.0,234
0.046483587,235
0.0221911,236
0.008501045,237
0.001268538,238
0.0,239
0.0,240
0.0,241
0.0,242
0.0,243
0.0,244
0.013878832,245
0.023774535,246
0.032465881,247
0.073288703,248
0.062495353,249
0.051659822,250
0.047523838,251
0.378897878,252
0.830953682,253
0.865179996,254
0.865179996,255
0.865179996,256
0.865179996,257
0.865179996,258
0.865179996,259
0.865179996,260
0.865179996,261
0.865179996,262
0.865179996,263
0.700498524,264
0.865179996,265
0.865179996,266
0.81918142,267
0.865179996,268
0.864094311,269
0.833332127,270
0.865179996,271
0.804268887,272
0.395460224,273
0.865179996,274
0.864245309,275
0.865179996,276
0.865179996,277
0.865179996,278
0.851454405,279
0.861116022,280
0.821952318,281
0.617322278,282
0.795479308,283
0.856410623,284
0.838188106,285
0.792350984,286
0.784213034,287
0.76651103,288
0.783466194,289
0.721895657,290
0.55068355,291
0.489209491,292
0.375265065,293
0.271145275,294
0.077103187,295
0.008252281,296
0.015073238,297
0.0,298
0.0,299
0.0,300
0.0,301
0.0,302
0.0,303
0.002243378,304
0.039377402,305
0.051077037,306
0.089993822,307
0.081522904,308
0.178493141,309
0.196385769,310
0.273402136,311
0.527362713,312
0.762342466,313
0.855664583,314
0.865179996,315
0.865179996,316
0.865179996,317
0.865179996,318
0.865179996,319
0.865179996,320
0.865179996,321
0.854314887,322
0.541222348,323
0.436612041,324
0.383236827,325
0.163671618,326
0.063153014,327
0.01441953,328
0.0,329
0.0,330
0.0,331
0.0,332
0.0,333
0.029728192,334
0.066652481,335
0.176657092,336
0.376242677,337
0.720697737,338
0.841983029,339
0.865179996,340
0.865179996,341
0.865179996,342
0.865179996,343
0.865179996,344
0.865179996,345
0.863721333,346
0.568268123,347
0.596074479,348
0.547714929,349
0.778075432,350
0.84864773,351
0.865179996,352
0.865179996,353
0.865179996,354
0.865179996,355
0.865179996,356
0.865179996,357
0.865179996,358
0.865179996,359
0.865179996,360
0.865179996,361
0.865179996,362
0.865179996,363
0.865179996,364
0.865179996,365
0.865179996,366
0.865179996,367
0.865179996,368
0.865179996,369
0.865179996,370
0.848258127,371
0.688237049,372
0.688544862,373
0.690583585,374
0.618210119,375
0.727742865,376
0.519447287,377
0.648452658,378
0.86320421,379
0.865179996,380
0.225317455,381
0.322634272,382
0.090857549,383
0.245145094,384
0.851410795,385
0.865179996,386
0.865179996,387
0.865179996,388
0.865179996,389
0.865179996,390
0.801938004,391
0.85083897,392
0.834810017,393
0.817376132,394
0.836360603,395
0.681066778,396
0.584803734,397
0.496512053,398
0.402949186,399
0.33528456,400
0.287376348,401
0.105526518,402
0.153992586,403
0.415914166,404
0.42212458,405
0.308138874,406
0.182233787,407
0.051440636,408
0.0,409
0.0,410
0.0,411
0.01549551,412
0.043942811,413
0.152528827,414
0.126006779,415
0.167310025,416
0.232189794,417
0.09585335,418
0.291243427,419
0.215854966,420
0.22172502,421
0.238344597,422
0.414109888,423
0.390622048,424
0.215697783,425
0.401802516,426
0.610261931,427
0.84707609,428
0.865179996,429
0.865179996,430
0.865179996,431
0.865179996,432
0.865179996,433
0.865179996,434
0.865179996,435
0.862006311,436
0.865179996,437
0.85742604,438
0.823463577,439
0.019199736,440
0.0,441
0.022113393,442
0.008859053,443
0.023694063,444
0.072532423,445
0.135737257,446
0.179190172,447
0.172771378,448
0.169356204,449
0.205360751,450
0.426004329,451
0.536126548,452
0.733567028,453
0.621223016,454
0.600839347,455
0.528250439,456
0.433945546,457
0.49886252,458
0.495314323,459
0.475354885,460
0.374472933,461
0.344137691,462
0.358755421,463
0.253267783,464
0.175865875,465
0.038591652,466
0.006559779,467
0.037980425,468
0.056005401,469
0.034539634,470
0.012509036,471
0.041497679,472
0.168600089,473
0.603451039,474
0.672377527,475
0.705765303,476
0.813604149,477
0.780426429,478
0.822603444,479
0.624917764,480
0.467390557,481
0.409250016,482
0.379201039,483
0.314846558,484
0.240494445,485
0.147473431,486
0.113123665,487
0.089646959,488
0.11496452,489
0.062348784,490
0.000891357,491
0.0,492
0.0,493
0.0,494
0.0,495
0.037842451,496
0.08566563,497
0.25290553,498
0.53207122,499
0.791434376,500
0.8154985,501
0.863047266,502
0.864335246,503
0.865179996,504
0.865179996,505
0.865179996,506
0.865179996,507
0.865179996,508
0.865179996,509
0.865179996,510
0.865179996,511
0.865179996,512
0.865179996,513
0.865179996,514
0.865179996,515
0.82846715,516
0.803306802,517
0.846523545,518
0.675513533,519
0.864952508,520
0.740157494,521
0.852825569,522
0.865179996,523
0.865179996,524
0.865179996,525
0.865179996,526
0.865179996,527
0.782128181,528
0.865179996,529
0.865179996,530
0.860977893,531
0.865179996,532
0.865179996,533
0.865179996,534
0.865179996,535
0.865179996,536
0.865179996,537
0.546890925,538
0.103408716,539
0.015414553,540
0.028109605,541
0.087167334,542
0.132341783,543
0.148840254,544
0.108487996,545
0.040190986,546
0.149858168,547
0.062374447,548
0.095078971,549
0.09912219,550
0.234978703,551
0.302282802,552
0.271369235,553
0.278468773,554
0.416221215,555
0.517973995,556
0.63484202,557
0.669524733,558
0.74961387,559
0.820883119,560
0.847081523,561
0.583813234,562
0.231261032,563
0.168367082,564
0.270346305,565
0.392156901,566
0.509182476,567
0.448697849,568
0.35568136,569
0.48242324,570
0.484181538,571
0.617543314,572
0.613623906,573
0.64367689,574
0.648465569,575
0.322929728,576
0.284005218,577
0.278008689,578
0.100847985,579
0.072035337,580
0.093643918,581
0.01396077,582
0.0,583
0.0,584
0.0,585
0.0,586
0.0,587
0.035124506,588
0.048670771,589
0.069188749,590
0.043300612,591
0.041980264,592
0.108644222,593
0.193559875,594
0.467036404,595
0.502284203,596
0.494686673,597
0.026622112,598
0.013922413,599
0.035047336,600
0.017628375,601
0.037808357,602
0.050116434,603
0.160460744,604
0.280636746,605
0.32060689,606
0.505169052,607
0.783766242,608
0.853722537,609
0.414864815,610
0.34293258,611
0.556858214,612
0.66263119,613
0.418938986,614
0.386796775,615
0.532686999,616
0.516654476,617
0.367685063,618
0.304010258,619
0.585907552,620
0.509259737,621
0.168647615,622
0.03801546,623
0.0,624
0.0,625
0.0,626
0.0,627
0.039892208,628
0.157826939,629
0.357182361,630
0.538108555,631
0.608918304,632
0.72194213,633
0.529967974,634
0.320623037,635
0.217857965,636
0.305100998,637
0.169122297,638
0.225381499,639
0.172070002,640
0.555848793,641
0.865179996,642
0.865179996,643
0.865179996,644
0.865179996,645
0.865179996,646
0.865179996,647
0.865179996,648
0.865179996,649
0.859727172,650
0.865179996,651
0.865179996,652
0.865179996,653
0.713512744,654
0.635847098,655
0.503389374,656
0.334476663,657
0.043727789,658
0.011245491,659
0.054669714,660
0.100580901,661
0.161793035,662
0.208505124,663
0.284279511,664
0.379068479,665
0.326765318,666
0.55732088,667
0.800863937,668
0.820429398,669
0.772550299,670
0.855072261,671
0.865179996,672
0.865179996,673
0.865179996,674
0.865179996,675
0.865179996,676
0.865179996,677
0.834239196,678
0.69749262,679
0.741599666,680
0.668455383,681
0.20773217,682
0.035302098,683
0.062992874,684
0.080327209,685
0.1283811,686
0.154161531,687
0.187103332,688
0.183576266,689
0.252011553,690
0.665069179,691
0.865179996,692
0.865179996,693
0.865179996,694
0.865179996,695
0.865179996,696
0.865179996,697
0.865179996,698
0.865179996,699
0.865179996,700
0.841481414,701
0.844278365,702
0.784940287,703
0.758294589,704
0.674018242,705
0.391200286,706
0.153034983,707
0.164338314,708
0.345305349,709
0.472889961,710
0.577435319,711
0.702650419,712
0.727788293,713
0.838579348,714
0.865179996,715
0.865179996,716
0.865179996,717
0.865179996,718
0.865179996,719
0.865179996,720
0.865179996,721
0.865179996,722
0.865179996,723
0.865179996,724
0.865179996,725
0.865179996,726
0.865179996,727
0.857484721,728
0.865179996,729
0.861367323,730
0.519441366,731
0.17663753,732
0.072555124,733
0.029744622,734
0.025878842,735
0.01978971,736
0.067711715,737
0.144647166,738
0.15169646,739
0.240566137,740
0.544122356,741
0.455882003,742
0.577859097,743
0.626207773,744
0.597845053,745
0.415654691,746
0.44621313,747
0.44594056,748
0.353455626,749
0.312965206,750
0.268115373,751
0.29807093,752
0.282808196,753
0.136387685,754
0.0,755
0.0,756
0.000834763,757
0.0,758
0.0,759
0.0,760
0.0,761
0.0,762
0.0,763
0.0,764
0.0,765
0.0,766
0.029179456,767
0.057019465,768
0.094943507,769
0.163625852,770
0.176560055,771
0.196471655,772
0.146046282,773
0.17439344,774
0.109931687,775
0.121819135,776
0.21717224,777
0.162829127,778
0.021076327,779
0.045964332,780
0.05319092,781
0.130407221,782
0.294450632,783
0.297847045,784
0.366354449,785
0.320218251,786
0.294841553,787
0.781817347,788
0.718639206,789
0.865179996,790
0.865179996,791
0.865179996,792
0.865179996,793
0.865179996,794
0.865179996,795
0.865179996,796
0.865179996,797
0.865179996,798
0.865179996,799
0.865179996,800
0.865179996,801
0.850441358,802
0.0,803
0.077944566,804
0.173007328,805
0.149893435,806
0.302733844,807
0.206991404,808
0.265652906,809
0.278402228,810
0.112254256,811
0.125121833,812
0.134763754,813
0.182827282,814
0.564581931,815
0.553633141,816
0.442068533,817
0.302543266,818
0.515417976,819
0.520406346,820
0.661076706,821
0.516127726,822
0.358712885,823
0.522329569,824
0.491391512,825
0.552362734,826
0.574230415,827
0.617377544,828
0.712556336,829
0.670081056,830
0.708436069,831
0.687579806,832
0.588544033,833
0.711383167,834
0.840002363,835
0.797275551,836
0.584167879,837
0.853200682,838
0.833155827,839
0.778635206,840
0.751142778,841
0.716873534,842
0.73248575,843
0.683378885,844
0.770156692,845
0.740559635,846
0.751787534,847
0.794867079,848
0.700662544,849
0.357586693,850
0.288387978,851
0.258032412,852
0.278746386,853
0.197974294,854
0.201228331,855
0.167861402,856
0.176301629,857
0.18451114,858
0.264522119,859
0.241490131,860
0.252150457,861
0.25782476,862
0.202670101,863
0.187739833,864
0.169277324,865
0.113741426,866
0.058696341,867
0.018719488,868
0.0,869
0.0,870
0.0,871
0.0,872
0.0,873
0.0,874
0.0,875
0.0,876
0.0,877
0.0,878
0.004753264,879
0.0,880
0.0,881
0.0,882
0.0,883
0.0,884
0.0,885
0.0,886
0.0,887
0.0,888
0.0,889
0.0,890
0.0,891
0.0,892
0.012795784,893
0.0,894
0.0,895
0.008635213,896
0.0,897
0.0,898
0.0,899
0.0,900
0.111069924,901
0.208189384,902
0.575076256,903
0.305088494,904
0.360458288,905
0.378860459,906
0.460679543,907
0.494057162,908
0.396590267,909
0.741146695,910
0.557394677,911
0.604933864,912
0.627246366,913
0.523055355,914
0.492087298,915
0.383142924,916
0.391801101,917
0.336484886,918
0.329695466,919
0.254947604,920
0.174057798,921
0.038629131,922
0.008333065,923
0.0,924
0.0,925
0.0,926
0.0,927
0.0,928
0.0,929
0.0,930
0.0,931
0.0,932
0.0,933
0.0,934
0.0,935
0.0,936
0.0,937
0.0,938
0.006476112,939
0.020461317,940
0.028123767,941
0.023056458,942
0.019742872,943
0.034912551,944
0.034492236,945
0.004688569,946
0.017551588,947
0.017629264,948
0.0,949
0.004411702,950
0.0,951
0.0,952
0.009102718,953
0.0,954
0.0,955
0.0,956
0.0,957
0.0,958
0.0,959
0.025537015,960
0.047899037,961
0.108032978,962
0.136419808,963
0.159182598,964
0.18194796,965
0.442555762,966
0.60311311,967
0.865179996,968
0.864705891,969
0.845891285,970
0.849110046,971
0.84357453,972
0.769852577,973
0.689634542,974
0.746641568,975
0.705347431,976
0.840119129,977
0.842970629,978
0.861853668,979
0.844682088,980
0.722549235,981
0.548435114,982
0.852564956,983
0.865179996,984
0.848903907,985
0.849646286,986
0.667000813,987
0.826698548,988
0.477671535,989
0.654610681,990
0.568743443,991
0.588535043,992
0.49894567,993
0.455810266,994
0.426013616,995
0.367213413,996
0.202201807,997
0.152394228,998
0.169442684,999
0.111468228,1000
0.137248149,1001
0.102508529,1002
0.084185585,1003
0.119068424,1004
0.144130888,1005
0.153144835,1006
0.109131683,1007
0.069791208,1008
0.065522693,1009
0.089558525,1010
0.060659931,1011
0.083729506,1012
0.127684301,1013
0.15963614,1014
0.216824715,1015
0.26375681,1016
0.177203416,1017
0.07529144,1018
0.085978183,1019
0.167283676,1020
0.194272731,1021
0.268765446,1022
0.305452456,1023
0.363911587,1024
0.385007602,1025
0.393794212,1026
0.731997338,1027
0.760330745,1028
0.85678835,1029
0.833661164,1030
0.77678623,1031
0.78739823,1032
0.844747428,1033
0.863733539,1034
0.865179996,1035
0.865179996,1036
0.865179996,1037
0.865179996,1038
0.861796058,1039
0.865179996,1040
0.865179996,1041
0.854809212,1042
0.820736972,1043
0.778168945,1044
0.833536396,1045
0.753745644,1046
0.544600354,1047
0.480353924,1048
0.389724839,1049
0.447891285,1050
0.637227524,1051
0.805815288,1052
0.412962274,1053
0.379244547,1054
0.456809727,1055
0.36533396,1056
0.200443623,1057
0.117686383,1058
0.055040503,1059
0.031589124,1060
0.037914249,1061
0.002627581,1062
0.0,1063
0.0,1064
0.0,1065
0.0,1066
0.0,1067
0.0,1068
0.010829801,1069
0.035317305,1070
0.06058774,1071
0.117646831,1072
0.18478236,1073
0.305204795,1074
0.385262199,1075
0.549692732,1076
0.692985819,1077
0.405542996,1078
0.593999767,1079
0.250101513,1080
0.291064077,1081
0.527614213,1082
0.246101759,1083
0.236232136,1084
0.26814549,1085
0.212023025,1086
0.188150863,1087
0.256306733,1088
0.283892856,1089
0.190664125,1090
0.138341885,1091
0.131139968,1092
0.125078783,1093
0.048938368,1094
0.0,1095
0.0,1096
0.0,1097
0.211603521,1098
0.325389046,1099
0.54754778,1100
0.626062703,1101
0.534008227,1102
0.457099595,1103
0.459669984,1104
0.419047631,1105
0.416729466,1106
0.735387662,1107
0.692089542,1108
0.578646846,1109
0.251346255,1110
0.274639194,1111
0.508073167,1112
0.432800742,1113
0.100184639,1114
0.0,1115
0.0,1116
0.0,1117
0.0,1118
0.0,1119
0.0,1120
0.0,1121
0.0,1122
0.0,1123
0.0,1124
0.007910028,1125
0.015149551,1126
0.018636377,1127
0.024833747,1128
0.015927074,1129
0.004187183,1130
0.0,1131
0.0,1132
0.003658798,1133
0.045332257,1134
0.03933018,1135
0.049068005,1136
0.022158666,1137
0.0,1138
0.0,1139
0.0,1140
0.0,1141
0.0,1142
0.0,1143
0.0,1144
0.0,1145
0.0,1146
0.0,1147
0.0,1148
0.0,1149
0.0,1150
0.0,1151
0.099304155,1152
0.1525102,1153
0.289253494,1154
0.386575321,1155
0.1580703,1156
0.359732914,1157
0.341802096,1158
0.24436166,1159
0.396469708,1160
0.505860268,1161
0.503068403,1162
0.541432276,1163
0.505568913,1164
0.462639442,1165
0.38163661,1166
0.304021714,1167
0.305395114,1168
0.300078827,1169
0.293600151,1170
0.324088769,1171
0.548827754,1172
0.608424401,1173
0.690014573,1174
0.703487219,1175
0.651718864,1176
0.5947608,1177
0.560644747,1178
0.473274138,1179
0.317270379,1180
0.190465724,1181
0.089408118,1182
0.043851597,1183
0.009267545,1184
0.0,1185
0.0,1186
0.0,1187
0.0,1188
0.0,1189
0.002505467,1190
0.032868399,1191
0.054925198,1192
0.124783512,1193
0.167582372,1194
0.37954238,1195
0.627736306,1196
0.774055358,1197
0.836232196,1198
0.865179996,1199
0.865179996,1200
0.865179996,1201
0.865179996,1202
0.865179996,1203
0.865179996,1204
0.863628309,1205
0.865179996,1206
0.865179996,1207
0.865179996,1208
0.865179996,1209
0.865179996,1210
0.865179996,1211
0.865179996,1212
0.865179996,1213
0.865179996,1214
0.865179996,1215
0.865179996,1216
0.854224933,1217
0.865179996,1218
0.865179996,1219
0.865179996,1220
0.865179996,1221
0.865179996,1222
0.865179996,1223
0.865179996,1224
0.864908354,1225
0.865179996,1226
0.865179996,1227
0.865179996,1228
0.865179996,1229
0.865179996,1230
0.849642337,1231
0.56781561,1232
0.286682707,1233
0.016318537,1234
0.022278744,1235
0.051968328,1236
0.119210374,1237
0.157416327,1238
0.154109929,1239
0.23725448,1240
0.3456492,1241
0.111179633,1242
0.400830177,1243
0.180256684,1244
0.164932173,1245
0.136678495,1246
0.088291427,1247
0.085096113,1248
0.110153368,1249
0.054524871,1250
0.1528404,1251
0.265280111,1252
0.359472029,1253
0.42406156,1254
0.359162554,1255
0.404293856,1256
0.458108335,1257
0.0,1258
0.0,1259
0.004794788,1260
0.0,1261
0.080089815,1262
0.139802206,1263
0.321914168,1264
0.343722029,1265
0.254926606,1266
0.515505316,1267
0.510924852,1268
0.272683122,1269
0.865179996,1270
0.865179996,1271
0.865179996,1272
0.835980495,1273
0.586458909,1274
0.381026978,1275
0.307143839,1276
0.0,1277
0.260705001,1278
0.865179996,1279
0.865179996,1280
0.865179996,1281
0.865179996,1282
0.865179996,1283
0.865179996,1284
0.865179996,1285
0.849365039,1286
0.843551511,1287
0.865179996,1288
0.865179996,1289
0.859084135,1290
0.822165945,1291
0.41939979,1292
0.541274509,1293
0.865179996,1294
0.865179996,1295
0.865179996,1296
0.865179996,1297
0.865000192,1298
0.865179996,1299
0.865179996,1300
0.865179996,1301
0.865179996,1302
0.865179996,1303
0.863273151,1304
0.844282773,1305
0.49907881,1306
0.54366859,1307
0.686718988,1308
0.69000755,1309
0.666100716,1310
0.688021083,1311
0.606555309,1312
0.524728505,1313
0.377806809,1314
0.181025087,1315
0.031089032,1316
0.027560081,1317
0.087228938,1318
0.138865428,1319
0.13872054,1320
0.408948217,1321
0.661329512,1322
0.010102337,1323
0.0,1324
0.0,1325
0.002208637,1326
0.0,1327
0.0,1328
0.0,1329
0.001078177,1330
0.036401014,1331
0.165745958,1332
0.361416009,1333
0.622116291,1334
0.755604455,1335
0.855067826,1336
0.865179996,1337
0.853707779,1338
0.865179996,1339
0.865179996,1340
0.865179996,1341
0.865179996,1342
0.865179996,1343
0.865179996,1344
0.865179996,1345
0.865179996,1346
0.865179996,1347
0.865179996,1348
0.865179996,1349
0.865179996,1350
0.865179996,1351
0.865179996,1352
0.779378166,1353
0.291593642,1354
0.310415159,1355
0.17422734,1356
0.059416934,1357
0.023170714,1358
0.016880848,1359
0.006892015,1360
0.0,1361
0.0,1362
0.008902839,1363
0.0,1364
0.010422881,1365
0.854943604,1366
0.849480724,1367
0.856425076,1368
0.863976935,1369
0.865179996,1370
0.865179996,1371
0.865179996,1372
0.865179996,1373
0.865179996,1374
0.865179996,1375
0.865179996,1376
0.844826688,1377
0.44858897,1378
0.4999019,1379
0.453520741,1380
0.389334502,1381
0.337942919,1382
0.286583418,1383
0.2637875,1384
0.258041711,1385
0.312083182,1386
0.425310103,1387
0.611712006,1388
0.755726005,1389
0.790757516,1390
0.847456053,1391
0.851625746,1392
0.790952645,1393
0.687730215,1394
0.578520581,1395
0.815377425,1396
0.773978746,1397
0.670549108,1398
0.623865145,1399
0.732840803,1400
0.79573761,1401
0.813759465,1402
0.812949047,1403
0.763177256,1404
0.853570405,1405
0.865179996,1406
0.864928317,1407
0.865179996,1408
0.865179996,1409
0.865179996,1410
0.843809561,1411
0.865179996,1412
0.865179996,1413
0.865179996,1414
0.865179996,1415
0.865179996,1416
0.150996722,1417
0.524839967,1418
0.788042777,1419
0.865179996,1420
0.865179996,1421
0.865179996,1422
0.865179996,1423
0.865179996,1424
0.829100826,1425
0.169086934,1426
0.123921658,1427
0.196278031,1428
0.196880231,1429
0.293164499,1430
0.28641684,1431
0.33240474,1432
0.306370766,1433
0.032135071,1434
0.039510081,1435
0.0,1436
0.0,1437
0.0,1438
0.865179996,1439
0.865179996,1440
0.865179996,1441
0.865023863,1442
0.865179996,1443
0.865179996,1444
0.865179996,1445
0.865179996,1446
0.865179996,1447
0.865179996,1448
0.847744345,1449
0.863867065,1450
0.678015252,1451
0.591271139,1452
0.44169608,1453
0.394846241,1454
0.404458057,1455
0.352281708,1456
0.341010374,1457
0.242213802,1458
0.440669924,1459
0.322950125,1460
0.312397463,1461
0.050484852,1462
0.037114121,1463
0.865179996,1464
0.865179996,1465
0.845197035,1466
0.865179996,1467
0.803997543,1468
0.766591587,1469
0.81333985,1470
0.72541989,1471
0.847434695,1472
0.353813742,1473
0.093270817,1474
0.227067841,1475
0.08213453,1476
0.171138648,1477
0.353381186,1478
0.741155009,1479
0.793174823,1480
0.543847279,1481
0.843246654,1482
0.735221088,1483
0.85481483,1484
0.637069921,1485
0.481262862,1486
0.349999723,1487
0.439160384,1488
0.528415775,1489
0.3393196,1490
0.257997721,1491
0.398810949,1492
0.643422855,1493
0.865179996,1494
0.865179996,1495
0.865179996,1496
0.863897982,1497
0.32715775,1498
0.471953364,1499
0.49029032,1500
0.50180933,1501
0.486424771,1502
0.549361017,1503
0.640423744,1504
0.601516419,1505
0.447017289,1506
0.402949237,1507
0.529365736,1508
0.707958739,1509
0.820901886,1510
0.841423339,1511
0.79769058,1512
0.865179996,1513
0.865179996,1514
0.801156861,1515
0.712064367,1516
0.85181968,1517
0.693490977,1518
0.648588543,1519
0.820959887,1520
0.366572738,1521
0.172481477,1522
0.213505165,1523
0.257866114,1524
0.284925361,1525
0.402411712,1526
0.463433701,1527
0.639704467,1528
0.723454172,1529
0.687394021,1530
0.865179996,1531
0.865179996,1532
0.865179996,1533
0.865179996,1534
0.865179996,1535
0.865179996,1536
0.865179996,1537
0.865179996,1538
0.865179996,1539
0.865179996,1540
0.865179996,1541
0.865179996,1542
0.865179996,1543
0.865179996,1544
0.865179996,1545
0.865179996,1546
0.865179996,1547
0.865179996,1548
0.865179996,1549
0.865179996,1550
0.865179996,1551
0.865179996,1552
0.865179996,1553
0.865179996,1554
0.865179996,1555
0.865179996,1556
0.865179996,1557
0.865179996,1558
0.865179996,1559
0.865179996,1560
0.865179996,1561
0.865179996,1562
0.865179996,1563
0.865179996,1564
0.865179996,1565
0.865179996,1566
0.865179996,1567
0.865179996,1568
0.865179996,1569
0.865179996,1570
0.865179996,1571
0.865179996,1572
0.865179996,1573
0.865179996,1574
0.865179996,1575
0.865179996,1576
0.865179996,1577
0.865179996,1578
0.863401868,1579
0.562001691,1580
0.133766911,1581
0.374254423,1582
0.288283609,1583
0.41745879,1584
0.560124102,1585
0.865179996,1586
0.862436556,1587
0.865179996,1588
0.865179996,1589
0.865179996,1590
0.865179996,1591
0.861904377,1592
0.865179996,1593
0.865179996,1594
0.858529722,1595
0.865179996,1596
0.584531894,1597
0.839458668,1598
0.701020233,1599
0.843051757,1600
0.255640374,1601
0.417850417,1602
0.166024537,1603
0.216564661,1604
0.600832819,1605
0.635256481,1606
0.51684697,1607
0.579604968,1608
0.675740935,1609
0.502310373,1610
0.544780734,1611
0.495675647,1612
0.424292713,1613
0.468341394,1614
0.489869593,1615
0.293493668,1616
0.201518746,1617
0.011622152,1618
0.0,1619
0.0,1620
0.013356783,1621
0.016646037,1622
0.006389557,1623
0.0,1624
0.0,1625
0.0,1626
0.0,1627
0.039661036,1628
0.046328039,1629
0.03815848,1630
0.076560266,1631
0.224726793,1632
0.301536122,1633
0.335080949,1634
0.349349489,1635
0.510714546,1636
0.548983756,1637
0.448893822,1638
0.386782921,1639
0.329765946,1640
0.128749332,1641
0.017673685,1642
0.057091296,1643
0.150927404,1644
0.097933072,1645
0.094116929,1646
0.109868181,1647
0.186693682,1648
0.235584174,1649
0.201377335,1650
0.326019764,1651
0.445659667,1652
0.420354348,1653
0.344582804,1654
0.189898725,1655
0.242162995,1656
0.298710977,1657
0.20122242,1658
0.067525471,1659
0.088456659,1660
0.092583688,1661
0.281018678,1662
0.349263718,1663
0.42042904,1664
0.185696822,1665
0.19773511,1666
0.169714106,1667
0.192522301,1668
0.175540606,1669
0.250286983,1670
0.30225927,1671
0.287015578,1672
0.21222728,1673
0.226751286,1674
0.458247602,1675
0.753203707,1676
0.856269667,1677
0.865179996,1678
0.865179996,1679
0.865179996,1680
0.864458069,1681
0.865136415,1682
0.856055804,1683
0.72497169,1684
0.751385091,1685
0.666941073,1686
0.609106249,1687
0.631638533,1688
0.417499028,1689
0.097311006,1690
0.053035325,1691
0.037241043,1692
0.040754035,1693
0.049442394,1694
0.036594868,1695
0.021831556,1696
0.02968381,1697
0.037460669,1698
0.041993244,1699
0.00610899,1700
0.01431174,1701
0.016214384,1702
0.01067855,1703
0.0,1704
0.004401521,1705
0.020376235,1706
